Date,Geography,Measure Type,Unit,Value
2018-11,E01005827,count,persons,10
2018-11,E01005828,count,persons,40
2018-11,E01005829,count,persons,35
2018-11,E01005768,count,persons,10
2018-11,E01005770,count,persons,5
2018-11,E01005771,count,persons,5
2018-11,E01005775,count,persons,5
2018-11,E01005761,count,persons,25
2018-11,E01005762,count,persons,45
2018-11,E01005763,count,persons,25
2018-11,E01005799,count,persons,55
2018-11,E01005798,count,persons,25
2018-11,E01005801,count,persons,20
2018-11,E01005802,count,persons,5
2018-11,E01005803,count,persons,5
2018-11,E01005830,count,persons,10
2018-11,E01005831,count,persons,15
2018-11,E01005767,count,persons,20
2018-11,E01005772,count,persons,5
2018-11,E01005773,count,persons,10
2018-11,E01005774,count,persons,30
2018-11,E01005776,count,persons,10
2018-11,E01005909,count,persons,5
2018-11,E01005910,count,persons,20
2018-11,E01005911,count,persons,0
2018-11,E01005912,count,persons,10
2018-11,E01005782,count,persons,5
2018-11,E01005783,count,persons,15
2018-11,E01005784,count,persons,5
2018-11,E01005785,count,persons,10
2018-11,E01005786,count,persons,10
2018-11,E01005834,count,persons,15
2018-11,E01005836,count,persons,15
2018-11,E01005838,count,persons,15
2018-11,E01005840,count,persons,25
2018-11,E01005927,count,persons,5
2018-11,E01005928,count,persons,35
2018-11,E01005929,count,persons,0
2018-11,E01005930,count,persons,5
2018-11,E01005806,count,persons,5
2018-11,E01005813,count,persons,5
2018-11,E01005814,count,persons,5
2018-11,E01005815,count,persons,5
2018-11,E01005777,count,persons,25
2018-11,E01005787,count,persons,0
2018-11,E01005788,count,persons,5
2018-11,E01005790,count,persons,10
2018-11,E01005805,count,persons,5
2018-11,E01005807,count,persons,5
2018-11,E01005839,count,persons,0
2018-11,E01005841,count,persons,10
2018-11,E01005844,count,persons,5
2018-11,E01005845,count,persons,5
2018-11,E01005849,count,persons,5
2018-11,E01005851,count,persons,10
2018-11,E01005808,count,persons,10
2018-11,E01005809,count,persons,10
2018-11,E01005810,count,persons,10
2018-11,E01005811,count,persons,0
2018-11,E01005812,count,persons,5
2018-11,E01005842,count,persons,5
2018-11,E01005906,count,persons,5
2018-11,E01005907,count,persons,10
2018-11,E01005913,count,persons,5
2018-11,E01005789,count,persons,5
2018-11,E01005791,count,persons,10
2018-11,E01005793,count,persons,5
2018-11,E01005795,count,persons,5
2018-11,E01005796,count,persons,5
2018-11,E01005846,count,persons,10
2018-11,E01005847,count,persons,10
2018-11,E01005848,count,persons,10
2018-11,E01005850,count,persons,20
2018-11,E01005792,count,persons,5
2018-11,E01005794,count,persons,0
2018-11,E01005923,count,persons,0
2018-11,E01005931,count,persons,10
2018-11,E01005924,count,persons,5
2018-11,E01005925,count,persons,5
2018-11,E01005926,count,persons,0
2018-11,E01005932,count,persons,5
2018-11,E01006053,count,persons,20
2018-11,E01006054,count,persons,50
2018-11,E01006055,count,persons,15
2018-11,E01006057,count,persons,25
2018-11,E01006058,count,persons,45
2018-11,E01006059,count,persons,20
2018-11,E01005938,count,persons,40
2018-11,E01005939,count,persons,10
2018-11,E01005940,count,persons,15
2018-11,E01005955,count,persons,10
2018-11,E01006056,count,persons,55
2018-11,E01006061,count,persons,70
2018-11,E01006062,count,persons,10
2018-11,E01006063,count,persons,15
2018-11,E01005936,count,persons,15
2018-11,E01005937,count,persons,55
2018-11,E01005945,count,persons,80
2018-11,E01005946,count,persons,45
2018-11,E01005947,count,persons,75
2018-11,E01005954,count,persons,40
2018-11,E01005956,count,persons,15
2018-11,E01005957,count,persons,25
2018-11,E01005958,count,persons,30
2018-11,E01005959,count,persons,45
2018-11,E01005933,count,persons,45
2018-11,E01005934,count,persons,40
2018-11,E01005935,count,persons,70
2018-11,E01005949,count,persons,40
2018-11,E01005960,count,persons,50
2018-11,E01005941,count,persons,80
2018-11,E01005942,count,persons,15
2018-11,E01005943,count,persons,35
2018-11,E01005944,count,persons,20
2018-11,E01006060,count,persons,75
2018-11,E01006064,count,persons,50
2018-11,E01006065,count,persons,75
2018-11,E01006066,count,persons,50
2018-11,E01006067,count,persons,20
2018-11,E01006068,count,persons,65
2018-11,E01006069,count,persons,50
2018-11,E01006073,count,persons,75
2018-11,E01005993,count,persons,15
2018-11,E01005995,count,persons,5
2018-11,E01005996,count,persons,30
2018-11,E01005997,count,persons,15
2018-11,E01006000,count,persons,45
2018-11,E01005994,count,persons,30
2018-11,E01005999,count,persons,60
2018-11,E01006002,count,persons,20
2018-11,E01006004,count,persons,20
2018-11,E01006005,count,persons,45
2018-11,E01006007,count,persons,30
2018-11,E01005998,count,persons,30
2018-11,E01006001,count,persons,25
2018-11,E01006003,count,persons,20
2018-11,E01006006,count,persons,20
2018-11,E01005948,count,persons,130
2018-11,E01005950,count,persons,50
2018-11,E01005951,count,persons,40
2018-11,E01005952,count,persons,165
2018-11,E01005953,count,persons,65
2018-11,E01005961,count,persons,20
2018-11,E01005962,count,persons,15
2018-11,E01005968,count,persons,15
2018-11,E01005969,count,persons,15
2018-11,E01006022,count,persons,25
2018-11,E01006023,count,persons,75
2018-11,E01006070,count,persons,15
2018-11,E01006071,count,persons,10
2018-11,E01006072,count,persons,5
2018-11,E01006009,count,persons,25
2018-11,E01006017,count,persons,5
2018-11,E01006018,count,persons,10
2018-11,E01006021,count,persons,15
2018-11,E01006008,count,persons,35
2018-11,E01006010,count,persons,40
2018-11,E01006012,count,persons,35
2018-11,E01006015,count,persons,15
2018-11,E01006016,count,persons,105
2018-11,E01006011,count,persons,30
2018-11,E01006013,count,persons,25
2018-11,E01006014,count,persons,35
2018-11,E01006019,count,persons,50
2018-11,E01006020,count,persons,30
2018-11,E01005963,count,persons,10
2018-11,E01005964,count,persons,15
2018-11,E01005965,count,persons,45
2018-11,E01005966,count,persons,25
2018-11,E01005967,count,persons,60
2018-11,E01006031,count,persons,70
2018-11,E01006032,count,persons,40
2018-11,E01006033,count,persons,55
2018-11,E01006034,count,persons,65
2018-11,E01006035,count,persons,40
2018-11,E01006036,count,persons,80
2018-11,E01005970,count,persons,5
2018-11,E01005972,count,persons,45
2018-11,E01005974,count,persons,50
2018-11,E01005975,count,persons,40
2018-11,E01006024,count,persons,5
2018-11,E01006026,count,persons,25
2018-11,E01006037,count,persons,5
2018-11,E01006038,count,persons,15
2018-11,E01006047,count,persons,25
2018-11,E01006048,count,persons,15
2018-11,E01006049,count,persons,30
2018-11,E01006051,count,persons,30
2018-11,E01005985,count,persons,10
2018-11,E01005987,count,persons,10
2018-11,E01005988,count,persons,5
2018-11,E01005990,count,persons,10
2018-11,E01005991,count,persons,20
2018-11,E01005971,count,persons,20
2018-11,E01005986,count,persons,15
2018-11,E01005989,count,persons,10
2018-11,E01005992,count,persons,30
2018-11,E01005973,count,persons,10
2018-11,E01005976,count,persons,50
2018-11,E01005977,count,persons,15
2018-11,E01005978,count,persons,20
2018-11,E01006025,count,persons,65
2018-11,E01006027,count,persons,80
2018-11,E01006050,count,persons,75
2018-11,E01006052,count,persons,55
2018-11,E01006028,count,persons,75
2018-11,E01006029,count,persons,50
2018-11,E01006030,count,persons,55
2018-11,E01006039,count,persons,50
2018-11,E01006040,count,persons,55
2018-11,E01006041,count,persons,35
2018-11,E01005979,count,persons,35
2018-11,E01005980,count,persons,35
2018-11,E01005981,count,persons,40
2018-11,E01005982,count,persons,30
2018-11,E01005983,count,persons,10
2018-11,E01005984,count,persons,65
2018-11,E01006042,count,persons,15
2018-11,E01006043,count,persons,25
2018-11,E01006044,count,persons,15
2018-11,E01006045,count,persons,10
2018-11,E01006046,count,persons,5
2018-11,E01006109,count,persons,65
2018-11,E01006110,count,persons,45
2018-11,E01006111,count,persons,60
2018-11,E01006112,count,persons,70
2018-11,E01006185,count,persons,130
2018-11,E01006188,count,persons,70
2018-11,E01006116,count,persons,15
2018-11,E01006117,count,persons,15
2018-11,E01006118,count,persons,20
2018-11,E01006119,count,persons,10
2018-11,E01006121,count,persons,20
2018-11,E01006141,count,persons,35
2018-11,E01006186,count,persons,35
2018-11,E01006187,count,persons,75
2018-11,E01006189,count,persons,50
2018-11,E01006113,count,persons,15
2018-11,E01006114,count,persons,45
2018-11,E01006115,count,persons,40
2018-11,E01006145,count,persons,60
2018-11,E01006146,count,persons,20
2018-11,E01006122,count,persons,15
2018-11,E01006123,count,persons,15
2018-11,E01006124,count,persons,5
2018-11,E01006128,count,persons,15
2018-11,E01006131,count,persons,10
2018-11,E01006155,count,persons,25
2018-11,E01006157,count,persons,25
2018-11,E01006159,count,persons,55
2018-11,E01006182,count,persons,25
2018-11,E01006183,count,persons,10
2018-11,E01006125,count,persons,10
2018-11,E01006126,count,persons,45
2018-11,E01006127,count,persons,15
2018-11,E01006130,count,persons,15
2018-11,E01006132,count,persons,10
2018-11,E01006156,count,persons,50
2018-11,E01006158,count,persons,45
2018-11,E01006179,count,persons,55
2018-11,E01006184,count,persons,45
2018-11,E01006198,count,persons,20
2018-11,E01006199,count,persons,25
2018-11,E01006200,count,persons,20
2018-11,E01006201,count,persons,10
2018-11,E01006202,count,persons,25
2018-11,E01006120,count,persons,5
2018-11,E01006129,count,persons,15
2018-11,E01006133,count,persons,10
2018-11,E01006197,count,persons,15
2018-11,E01006203,count,persons,15
2018-11,E01006142,count,persons,40
2018-11,E01006143,count,persons,20
2018-11,E01006144,count,persons,75
2018-11,E01006180,count,persons,45
2018-11,E01006181,count,persons,20
2018-11,E01006147,count,persons,10
2018-11,E01006149,count,persons,15
2018-11,E01006150,count,persons,25
2018-11,E01006154,count,persons,15
2018-11,E01006165,count,persons,20
2018-11,E01006166,count,persons,25
2018-11,E01006169,count,persons,20
2018-11,E01006170,count,persons,15
2018-11,E01006171,count,persons,45
2018-11,E01006098,count,persons,0
2018-11,E01006099,count,persons,10
2018-11,E01006164,count,persons,15
2018-11,E01006174,count,persons,20
2018-11,E01006178,count,persons,15
2018-11,E01006097,count,persons,10
2018-11,E01006160,count,persons,30
2018-11,E01006161,count,persons,20
2018-11,E01006162,count,persons,10
2018-11,E01006163,count,persons,15
2018-11,E01006148,count,persons,15
2018-11,E01006151,count,persons,10
2018-11,E01006152,count,persons,10
2018-11,E01006153,count,persons,10
2018-11,E01006172,count,persons,10
2018-11,E01006104,count,persons,30
2018-11,E01006105,count,persons,95
2018-11,E01006106,count,persons,35
2018-11,E01006107,count,persons,30
2018-11,E01006108,count,persons,85
2018-11,E01006102,count,persons,20
2018-11,E01006173,count,persons,5
2018-11,E01006175,count,persons,40
2018-11,E01006176,count,persons,15
2018-11,E01006177,count,persons,50
2018-11,E01006091,count,persons,35
2018-11,E01006092,count,persons,35
2018-11,E01006095,count,persons,10
2018-11,E01006167,count,persons,65
2018-11,E01006168,count,persons,90
2018-11,E01006090,count,persons,20
2018-11,E01006094,count,persons,5
2018-11,E01006096,count,persons,10
2018-11,E01006100,count,persons,10
2018-11,E01006103,count,persons,5
2018-11,E01006101,count,persons,5
2018-11,E01006190,count,persons,5
2018-11,E01006195,count,persons,10
2018-11,E01006196,count,persons,5
2018-11,E01006210,count,persons,20
2018-11,E01006204,count,persons,5
2018-11,E01006206,count,persons,20
2018-11,E01006207,count,persons,45
2018-11,E01006208,count,persons,20
2018-11,E01006211,count,persons,35
2018-11,E01006093,count,persons,5
2018-11,E01006191,count,persons,5
2018-11,E01006192,count,persons,10
2018-11,E01006205,count,persons,5
2018-11,E01006209,count,persons,10
2018-11,E01006078,count,persons,35
2018-11,E01006080,count,persons,10
2018-11,E01006089,count,persons,20
2018-11,E01006193,count,persons,15
2018-11,E01006194,count,persons,30
2018-11,E01006074,count,persons,20
2018-11,E01006075,count,persons,15
2018-11,E01006076,count,persons,20
2018-11,E01006079,count,persons,15
2018-11,E01006087,count,persons,10
2018-11,E01006083,count,persons,5
2018-11,E01006084,count,persons,5
2018-11,E01006088,count,persons,10
2018-11,E01006139,count,persons,15
2018-11,E01006140,count,persons,5
2018-11,E01006077,count,persons,25
2018-11,E01006081,count,persons,0
2018-11,E01006082,count,persons,5
2018-11,E01006085,count,persons,5
2018-11,E01006086,count,persons,20
2018-11,E01006134,count,persons,5
2018-11,E01006135,count,persons,15
2018-11,E01006136,count,persons,10
2018-11,E01006137,count,persons,0
2018-11,E01006138,count,persons,20
2018-11,E01006315,count,persons,5
2018-11,E01006316,count,persons,10
2018-11,E01006317,count,persons,15
2018-11,E01006319,count,persons,15
2018-11,E01006229,count,persons,15
2018-11,E01006230,count,persons,20
2018-11,E01006233,count,persons,5
2018-11,E01006237,count,persons,10
2018-11,E01006238,count,persons,40
2018-11,E01006259,count,persons,15
2018-11,E01006312,count,persons,0
2018-11,E01006313,count,persons,40
2018-11,E01006314,count,persons,10
2018-11,E01006318,count,persons,5
2018-11,E01006320,count,persons,10
2018-11,E01006321,count,persons,5
2018-11,E01006231,count,persons,15
2018-11,E01006232,count,persons,15
2018-11,E01006234,count,persons,15
2018-11,E01006235,count,persons,30
2018-11,E01006253,count,persons,30
2018-11,E01006254,count,persons,45
2018-11,E01006255,count,persons,15
2018-11,E01006256,count,persons,20
2018-11,E01006260,count,persons,30
2018-11,E01006370,count,persons,75
2018-11,E01006372,count,persons,5
2018-11,E01006373,count,persons,5
2018-11,E01006374,count,persons,10
2018-11,E01006390,count,persons,25
2018-11,E01006236,count,persons,10
2018-11,E01006388,count,persons,45
2018-11,E01006389,count,persons,15
2018-11,E01006391,count,persons,25
2018-11,E01006257,count,persons,15
2018-11,E01006258,count,persons,20
2018-11,E01006369,count,persons,125
2018-11,E01006371,count,persons,25
2018-11,E01006375,count,persons,35
2018-11,E01006306,count,persons,90
2018-11,E01006307,count,persons,35
2018-11,E01006386,count,persons,115
2018-11,E01006387,count,persons,25
2018-11,E01006392,count,persons,75
2018-11,E01006350,count,persons,85
2018-11,E01006351,count,persons,115
2018-11,E01006357,count,persons,90
2018-11,E01006360,count,persons,90
2018-11,E01006361,count,persons,80
2018-11,E01006356,count,persons,60
2018-11,E01006396,count,persons,10
2018-11,E01006397,count,persons,25
2018-11,E01006398,count,persons,30
2018-11,E01006399,count,persons,35
2018-11,E01006305,count,persons,75
2018-11,E01006308,count,persons,55
2018-11,E01006309,count,persons,55
2018-11,E01006310,count,persons,60
2018-11,E01006311,count,persons,35
2018-11,E01006269,count,persons,40
2018-11,E01006271,count,persons,20
2018-11,E01006272,count,persons,25
2018-11,E01006273,count,persons,35
2018-11,E01006276,count,persons,30
2018-11,E01006353,count,persons,25
2018-11,E01006354,count,persons,40
2018-11,E01006355,count,persons,30
2018-11,E01006358,count,persons,50
2018-11,E01006359,count,persons,40
2018-11,E01006349,count,persons,30
2018-11,E01006352,count,persons,55
2018-11,E01006404,count,persons,50
2018-11,E01006405,count,persons,50
2018-11,E01006411,count,persons,115
2018-11,E01006270,count,persons,40
2018-11,E01006274,count,persons,45
2018-11,E01006275,count,persons,50
2018-11,E01006277,count,persons,10
2018-11,E01006286,count,persons,25
2018-11,E01006239,count,persons,100
2018-11,E01006240,count,persons,95
2018-11,E01006241,count,persons,70
2018-11,E01006287,count,persons,10
2018-11,E01006289,count,persons,125
2018-11,E01006362,count,persons,10
2018-11,E01006363,count,persons,10
2018-11,E01006364,count,persons,35
2018-11,E01006365,count,persons,20
2018-11,E01006366,count,persons,20
2018-11,E01006367,count,persons,5
2018-11,E01006368,count,persons,20
2018-11,E01006278,count,persons,40
2018-11,E01006279,count,persons,25
2018-11,E01006280,count,persons,20
2018-11,E01006281,count,persons,20
2018-11,E01006285,count,persons,15
2018-11,E01006406,count,persons,15
2018-11,E01006407,count,persons,15
2018-11,E01006408,count,persons,35
2018-11,E01006409,count,persons,10
2018-11,E01006410,count,persons,5
2018-11,E01006393,count,persons,10
2018-11,E01006394,count,persons,5
2018-11,E01006395,count,persons,10
2018-11,E01006400,count,persons,10
2018-11,E01006401,count,persons,15
2018-11,E01006402,count,persons,5
2018-11,E01006403,count,persons,10
2018-11,E01006290,count,persons,15
2018-11,E01006291,count,persons,35
2018-11,E01006292,count,persons,15
2018-11,E01006293,count,persons,45
2018-11,E01006242,count,persons,30
2018-11,E01006243,count,persons,10
2018-11,E01006244,count,persons,40
2018-11,E01006245,count,persons,45
2018-11,E01006213,count,persons,75
2018-11,E01006215,count,persons,60
2018-11,E01006217,count,persons,65
2018-11,E01006218,count,persons,80
2018-11,E01006219,count,persons,25
2018-11,E01006288,count,persons,85
2018-11,E01006294,count,persons,55
2018-11,E01006295,count,persons,55
2018-11,E01006377,count,persons,10
2018-11,E01006378,count,persons,10
2018-11,E01006212,count,persons,5
2018-11,E01006214,count,persons,40
2018-11,E01006216,count,persons,35
2018-11,E01006322,count,persons,50
2018-11,E01006329,count,persons,35
2018-11,E01006282,count,persons,45
2018-11,E01006283,count,persons,70
2018-11,E01006284,count,persons,40
2018-11,E01006336,count,persons,95
2018-11,E01006337,count,persons,35
2018-11,E01006376,count,persons,40
2018-11,E01006381,count,persons,20
2018-11,E01006382,count,persons,5
2018-11,E01006383,count,persons,20
2018-11,E01006384,count,persons,15
2018-11,E01006250,count,persons,10
2018-11,E01006251,count,persons,5
2018-11,E01006379,count,persons,10
2018-11,E01006380,count,persons,35
2018-11,E01006385,count,persons,15
2018-11,E01006328,count,persons,90
2018-11,E01006333,count,persons,95
2018-11,E01006334,count,persons,90
2018-11,E01006338,count,persons,55
2018-11,E01006248,count,persons,115
2018-11,E01006249,count,persons,60
2018-11,E01006330,count,persons,5
2018-11,E01006331,count,persons,5
2018-11,E01006332,count,persons,40
2018-11,E01006262,count,persons,50
2018-11,E01006263,count,persons,15
2018-11,E01006266,count,persons,15
2018-11,E01006267,count,persons,45
2018-11,E01006268,count,persons,20
2018-11,E01006323,count,persons,55
2018-11,E01006324,count,persons,55
2018-11,E01006325,count,persons,45
2018-11,E01006326,count,persons,70
2018-11,E01006327,count,persons,60
2018-11,E01006246,count,persons,45
2018-11,E01006247,count,persons,15
2018-11,E01006252,count,persons,15
2018-11,E01006297,count,persons,55
2018-11,E01006335,count,persons,60
2018-11,E01006220,count,persons,35
2018-11,E01006221,count,persons,20
2018-11,E01006222,count,persons,15
2018-11,E01006224,count,persons,5
2018-11,E01006226,count,persons,20
2018-11,E01006223,count,persons,40
2018-11,E01006225,count,persons,15
2018-11,E01006261,count,persons,15
2018-11,E01006264,count,persons,5
2018-11,E01006265,count,persons,30
2018-11,E01006296,count,persons,70
2018-11,E01006298,count,persons,60
2018-11,E01006299,count,persons,15
2018-11,E01006300,count,persons,5
2018-11,E01006301,count,persons,10
2018-11,E01006227,count,persons,15
2018-11,E01006228,count,persons,35
2018-11,E01006342,count,persons,50
2018-11,E01006344,count,persons,25
2018-11,E01006346,count,persons,35
2018-11,E01006339,count,persons,15
2018-11,E01006340,count,persons,35
2018-11,E01006343,count,persons,10
2018-11,E01006345,count,persons,5
2018-11,E01006348,count,persons,5
2018-11,E01006302,count,persons,15
2018-11,E01006303,count,persons,20
2018-11,E01006304,count,persons,25
2018-11,E01006341,count,persons,25
2018-11,E01006347,count,persons,5
